what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.dltk.core,1.0.0.me201003052220,"org.eclipse.dltk.core",1299494504328
started,bundle,org.eclipse.dltk.launching,2.0.0.me201003052220,"org.eclipse.dltk.launching",1299494504359
started,bundle,org.eclipse.dltk.ui,1.0.0.me201003052220,"org.eclipse.dltk.ui",1299494504359
started,bundle,org.eclipse.wst.jsdt.atfdebug,0.0.1.me201003052220,"org.eclipse.wst.jsdt.atfdebug",1299494504359
started,bundle,org.jboss.tools.common,2.0.0.me201003052220,"org.jboss.tools.common",1299494504359
started,bundle,org.jboss.tools.common.model,2.0.0.me201003052220,"org.jboss.tools.common.model",1299494504375
started,bundle,org.jboss.tools.jst.web.ui,2.0.0.me201003052220,"org.jboss.tools.jst.web.ui",1299494504375
started,bundle,org.jboss.tools.vpe,2.1.0.me201003052220,"org.jboss.tools.vpe",1299494504375
started,bundle,org.jboss.tools.vpe.xulrunner,2.1.0.me201003052220,"org.jboss.tools.vpe.xulrunner",1299494504390
started,bundle,org.jboss.tools.jsf.ui,2.0.0.me201003052220,"org.jboss.tools.jsf.ui",1299494504390
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1299494601406
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1299494601437
closed,view,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.internal.introview",1299494601468
activated,view,com.genuitec.eclipse.web.imagepreviewer,8.5.0.me201003052220,"uky.article.imageviewer.views.ImageView",1299494608078
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1299494608078
opened,view,com.genuitec.myeclipse.perspective,8.5.0.me201003232017,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1299494608593
closed,view,com.genuitec.eclipse.web.imagepreviewer,8.5.0.me201003052220,"uky.article.imageviewer.views.ImageView",1299494608812
activated,view,com.genuitec.myeclipse.perspective,8.5.0.me201003232017,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1299494608843
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1299494609765
closed,view,com.genuitec.myeclipse.perspective,8.5.0.me201003232017,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1299494609765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299494615796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299494625828
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299494625906
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1299494626359
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1299494626375
